"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.FEC.RNEW.ZS","Consommation d’énergies renouvelables (% de la consommation totale d’énergie)","Renewable energy consumption is the share of renewables energy in total final energy consumption.","Banque mondiale, base de données Sustainable Energy for All (SE4ALL) dérivée du SE4ALL Global Tracking Framework (Banque mondiale, Agence internationale de l’énergie et Programme d’assistance à la gestion du secteur énergétique [ESMAP]).",
